,Unnamed: 0,track_name,track_artist,lyrics
10,24048,Bittersweet,Dyro,"Whoa
Whoa
Whoa
Whoa

Like sugar
Shooting your way through my veins
You baffled me but I say
You’re lining them out in the rain
No shelter

You feel like platinum
A diamond in the sun
And even after dark
We only just begun

I’d die tonight
If I can feel your heart beats
Sweet misery
Like dynamite
Even though it might kill me
It’s bittersweet

Even though it might kill me
It’s bittersweet

Whoa
Bittersweet
Whoa
Bittersweet
Whoa
Bittersweet
Whoa
Bittersweet

Like shivers
You send a rush down my spine
I suddenly feel fine
That’s how I know I’m alive
Inside

You feel like platinum
A diamond in the sun
And even after dark
We only just begun

I’d die tonight
If I can feel your heart beats
Sweet misery
Like dynamite
Even though it might kill me
It’s bittersweet

Whoa
Bittersweet
Whoa
Bittersweet
Whoa
Bittersweet
Whoa
Bittersweet

I’d die tonight
If I can feel your heart beats
Sweet misery
Like dynamite
Even though it might kill me
It’s bittersweet

Whoa
Bittersweet
Whoa
Bittersweet
Whoa
Bittersweet
Whoa
It’s bittersweet

Whoa
Whoa
Whoa
Whoa
Whoa
Whoa
Whoa
Whoa
Bittersweet
"
11,24003,Sayonara,Rebecca & Fiona,"[Verse 1]
Fuck the world
I don't care anymore
If you're feelin' like I
Throw your hands in the sky
In my Buffalo stance
Both feet on the ground
And a head up in the clouds
How low can you go, let me know

[Chorus]
Hey, nothing lasts forever
I just gotta tell it to myself
So one day I can wave it
Sayonara
I'll be gone tomorrow
I just need to say what's on my mind
So finally I can wave it
Sayonara

[Post-Chorus]
Pa da pa pam pam
Pa da pa pam pam
(Say it)
Pa da pa pam pam
Pa da pa pam pam

[Verse 2]
In my rearview mirror all the people cry
Singing to my last goodbye
Knew this drug would get me high
Dance around my funeral pyre
Soon we all be dreaming
Baby can you feel it kicking in
Oh yeah, yeah yeah

[Chorus]
Hey, nothing lasts forever
I just gotta tell it to myself
So one day I can wave it
Sayonara
I'll be gone tomorrow
I just need to say what's on my mind
So finally I can wave it
Sayonara

[Post-Chorus]
Pa da pa pam pam
Pa da pa pam pam
(Say it)
Pa da pa pam pam
Pa da pa pam pam

[Bridge]
Fuck the world
I don't care anymore
If you're feelin' like I
Throw your hands in the sky
In my Buffalo stance
Both feet on the ground
And a head up in the clouds
How low can you go, let me know

[Chorus]
Hey, nothing lasts forever
I just gotta tell it to myself
So one day I can wave it
Sayonara
I'll be gone tomorrow
I just need to say what's on my mind
So finally I can wave it
Sayonara

[Post-Chorus]
Pa da pa pam pam
Pa da pa pam pam
(Say it)
Pa da pa pam pam
Pa da pa pam pam
Pa da pa pam pam
Pa da pa pam pam
(Say it)
Pa da pa pam pam
Pa da pa pam pam

[Outro]
Sayonara
"
12,24018,Dust,CLMD,"[Verse 1: Astrid S]
There's no need for an explanation
With the words, I feel them tumbling down
'Cause I know you're my temptation
You make me fall into a deeper ground

[Pre-Chorus: Astrid S]
I raise my hand so you can see me
I'll hold it up until I feel it fall
I didn't need someone to save me
Let me be the one to stand tall

[Chorus: Astrid S]
I wish that I could feel the warmth under the sun
I'll be here watching it dust
I wish that I could see where everybody runs
I'll be here watching me dust

[Break: Astrid S]
Ooh, ooh, ooh ooh
Ooh, ooh, ooh
Ooh, ooh, ooh ooh
Ooh, ooh, ooh
Ooh, ooh, ooh ooh
Ooh, ooh, ooh
Ooh, ooh, ooh ooh
Watching it dust

[Verse 2: Astrid S]
There's no need for an understanding
You wouldn't care about it anyway
'Cause you forgot what we were planning
I wouldn't waste my time to make you stay

[Pre-Chorus: Astrid S]
So raise your hand if you can see me
Hold it up until you feel it fall
I never asked for you to save me
Now I'm left alone to stand tall

[Chorus: Astrid S]
I wish that I could feel the warmth under the sun
I'll be here watching it dust
I wish that I could see where everybody runs
I'll be here watching me dust

[Bridge: Astrid S]
Ooh, ooh, ooh ooh
Ooh, ooh, ooh
Ooh, ooh, ooh ooh
Ooh, ooh, ooh
Ooh, ooh, ooh ooh
Ooh, ooh, ooh
Ooh, ooh, ooh ooh
Watching it dust

[Break: Astrid S]
Ooh, ooh, ooh ooh
Ooh, ooh, ooh
Ooh, ooh, ooh ooh
Ooh, ooh, ooh
Ooh, ooh, ooh ooh
Ooh, ooh, ooh
Ooh, ooh, ooh ooh
Watching it dust
"
13,24044,Vibe,John Dahlbäck,"Frozen days melts away
Darkest times are gone
Tryin' to brake out that shell
That kept you alive

When you feel that vibe
When you feel that vibe
When you hear that vibe
When you hear that vibe

When I get that vibe
You know that I Can't slow down
Get that vibe
X2

When the northern sun
Never goes down
You know that I get that vibe

When I get that vibe
You know that I Can't slow down
Get that vibe
X2
"
14,24028,Slumber Party,Hellberg,
15,24041,Reverse,SomeKindaWonderful,"[Verse: 1]
She hung the phone up and said ""Fuck you it's over""
Sorry but this is the end
I said ""Don't trip, it was just a harmless sleepover""
See, we was just making friends
She said ""then what were you doing there at 4 in the morning?
You told me you were at home""
I started with ""darling please listen""
And then I picked up my phone, yeah

[Chorus]
I told my story in reverse cause it hurts
Girl it hurts too much to bare
But I'm tantalized by their legs and long hair
But if I could do it again
I would do it again
If I could do it again
I would do it again
If I could do it again
Probably do it again
Could I get a do-over?
Baby, ooh oh
Hey, ooh oh

[Verse: 2]
I plugged my phone in as I backed out the driveway
Then I started my car
Slipped out the door after I crept through her hallway
She left it slightly ajar, yeah
Threw on my kicks, my socks, my jeans, and my t-shirt
Then threw my hat on my head
I did it quiet so that I wouldn't wake her
Woke up in another girl's bed

[Chorus: ]
I told my story in reverse cause it hurts
Girl it hurts too much to bare
But I'm tantalized by their legs and long hair
But if I could do it again
I would do it again
If I could do it again
I would do it again
If I could do it again
Probably do it again
Could I get a do-over?
Ooh oh
Hey, ooh oh, Hey

I told my story in reverse cause it hurts
Girl it hurts too much to bare
But I'm tantalized by their legs and long hair
But if I could do it again
I would do it again
If I could do it again
I would do it again
If I could do it again
Probably do it again
Could I get a do-over? Yeah
Ooh oh

I told my story in reverse cause it hurts
Girl it hurts too much to bare
But I'm tantalized by their legs and long hair
But if I could do it again
I would do it again
If I could do it again
Probably do it again
If I could do it again
I would do it again
Could I get a do-over?
"
16,24035,Destination,Darius & Finlay,"That right - Nicco say
You know I say I wanna get to my Destination, I'm gonna find you there!

When I’m out on the streets of strolling
I can look on the fields of flowing
I can look from the mountainside
And see your fire still burning with me

And I know (And I know)
So I know (So I know)
I know a place where we can go
And green grass is growing

Baby I don't see you around
(Even when the light out)
But you know that my destination
Is on this road going down
'Cause I got to be with you now

[Chorus 2x]
And on this road I am walking
(Let me gonna find you)
And I can feel that you’re near
(Sense that are telling me)
And when I rease is my destination
I know soon you'll be right here with me

[Chorus]
Baby I don't see you around

[Chorus 2x]
Even when the light out (2x)
"
17,24027,The Legend,Albin Myers,"Yeah, Ivory , Albin Myers
(Akta dig här kommer bossen)
Akta dig här kommer bossen

I am the boss, du vet hur vi jobbar
Bror vi lever slajf life, bad bitches my type
Blev hög på min fiveish så hon slängde upp en high-five
Hypad som det var fight-night
I’m the plug ingen Wi-Fi, möter upp kunder vid night-time
Fixar min deg sen bye-bye

Ibland det känns som jag älskar rushen
Jag kan känna allting inne i kroppen min
Är med fröken Eva hon älskar kushen
Blir en överdos utav dopamin
Ivory har aldrig haft jaktlicens men ser mig alltid ute jaga nån kanin (Jaga nån kanin)

Akta dig här kommer bossеn 5x

Alla välkomna till vår haffla bror det är klart
Och så länge de finns para vi ska skratta och må bra
Älskar släppa våra problеms, men har aldrig varit svag
Bäst att alla skyddar kranen om ni snackar om nån lag

Bror vi lever slajf life, bad bitches my type
Blev hög på min fiveish så hon slängde upp en high-five
Hypad som det var fight-night
I’m the plug ingen Wi-Fi, möter upp kunder vid night-time
Fixar min deg sen bye-bye

Vi dök i klubben dom ser att vi tipsy
Ge mej inte råd bror jag vet att det är risky
Snatcha din gäri hon ger mig Lewinsky
Svär hatet de dödar länge leve Nipsey
Ja sätter mig på tronen när jag kommer in, så många spliffar man kan tro att det var plockepinn
Massa gäris upp I logen mannen let them in
Mannen jag har glitter i min påse som det är Medellín

Ibland det känns som jag älskar rushen
Jag kan känna allting inne i kroppen min
Är med fröken Eva hon älskar kushen
Blir en överdos utav dopamin
Ivory har aldrig haft jaktlicens men ser mig alltid ute jaga nån kanin (Jaga nån kanin)

Akta dig här kommer bossen 5x

Alla välkomna till vår haffla bror de klart
Och så länge det finns para vi ska skratta och må bra
Älskar släppa våra problems men har aldrig varit svag
Bäst att alla skyddar kranen om ni snackar om nån lag
Bror vi lever slajf life, bad bitches my type
Blev hög på min fiveish så hon slängde upp en high-five
Hypad som det var fight-night
I’m the plug ingen Wi-Fi, möter upp kunder vid night-time
Fixar min deg sen bye-bye
"
18,24026,Thinking Of Sunshine,Daniel Adams-Ray,"[Verse 1]
All I have is my misery
A couple bucks and some cigarettes
A perfect billboard model just kissed my cheek
That one morning the city slept
I've got a dirty mind but my shoes are clean
I don't look away 'cause I choose to see
The chain around your neck isn't jewellery
You ain't fooling me, 'cause I…
Never had no shades to cry behind
Never found the place I tried to find
If I told you so then I'd be lyin'
I was lost and made a change of course
But I'm still afraid to change of course
Someone told me when it rains it pours

[Hook]
I've been thinking of sunshine (sunshine)
Through the pain and strife
I've been thinking of sunshine
Through the coldest days of life

[Verse 2]
All I have is my history
Strolled the streets when a stranger passed
He spoke and when I got to hear his story
I realized my life is not so bad
I used to have a job till they fired me
I thought I was the person I strived to be
Now everything is gone but that's fine with me
'Cause my mind is free, and I…
Never had no shades to cry behind
Never found the place I tried to find
If I told you so then I'd be lyin'
I was lost and made a change of course
But I'm still afraid to change of course
Someone told me when it rains it pours

[Hook]
I've been thinking of sunshine (sunshine)
Through the pain and strife
I've been thinking of sunshine
Through the coldest days of life

[Verse 3]
I never took nothing from no one except bad advise
Some of my homies never overcame the setback of life
Like life has taught me two things
Life has taught me two things
Tie your own shoestrings
Sometimes we go through things
I've done things, I do things I'm not always proud of
But I smile trough the struggle just as if I won the lotto
I know reality is hard, sometimes it's easy to dream
It's only when you close your eyes that you can see what I've seen
See what I mean?

[Hook]
I've been thinking of sunshine (sunshine)
Through the pain and strife
I've been thinking of sunshine
Through the coldest days of life
(sunshine, sunshine)
I've been thinking of sunshine
Through the coldest days of life
(sunshine, sunshine)
"
19,24009,Happy Hours,John De Sohn,"I wonder how, I wonder why we're living by this state of [?] at all
I am drawn between polarities but gravity won't take my control
I am running out into the wild without a destination or goal
All I need is clarity but you dont seem to get me at all

Why wait for a happy ending
When all you need is the happy hours
All you need is the happy hours

I'm humming on a melody that's firming loud inside of a song
Dont set a limit, set a goal and learn to walk before you can crawl
I'm running out into the wild without a destination or goal
All I need is clarity but you don't seem to get me at all

Why wait for a happy ending
When all you need is the happy hours
All you need is the happy hours

It’s all that we need now
It’s all that we need now
All we need is the happy hours
"
20,24001,Paradise,Matoma,"[Intro: Sean Paul]
Bless them when there ain't no stress there
You know it go, when we flow
Straight to the girl don't ya know
A lot of beautiful ladies in the place tonight
I just wanna say, ""baby""

[Verse 1: Sean Paul]
My girl if you tell me what you want
Aye girl if you tell me what you want from me
My girl, I'ma give you what you want
Aye girl I'ma give you what you want only
No, no, me never say me can't
No, no, me never say me just can't do it
My girl I will give you what you want
Aye girl if you tell me what you want

[Pre-Chorus: Sean Paul]
But I can take you there
I can take you there
I can take you there
My girl, I will give you what you want now
I can take you there
I can take you there
I can take you there
My girl, just tell me what you want from me

[Chorus: KStewart & (Sean Paul)]
I-I-I-I (eh)
I wanna taste of paradi-i-i-ise
So come on and touch me the way you li-i-i-ike
I need you to make me feel so ni-i-i-ice (Tell me what you want)
I wanna taste of paradise
I wanna taste of paradise
I wanna taste of paradise

[Verse 2: Sean Paul]
Girl I love the way that you move, a sexy manouvre
Imagining you in a da nude ah
Hottest in da club I telllin' you that
Girl it's the truth that
Need a little time to review that

[Pre-Chorus: Sean Paul]
I can take you there
I can take you there
I can take you there
My girl, I will give you what you want now
I can take you there (Name the place)
I can take you there
I can take you there
My girl, just tell me what you want from me

[Chorus: KStewart & (Sean Paul)]
I-I-I-I
I wanna taste of paradi-i-i-ise (Let's do this)
So come on and touch me the way you li-i-i-ike
I need you to make me feel so ni-i-i-ice (Tell me what you want)
I wanna taste of paradise
I wanna taste of paradise
I wanna taste of paradise

[Outro: Sean Paul & (KStewart)]
Turn it up, me have to turn it up, she keep on tell me
(I wanna taste of paradise)
Burn t up, me have to burn it up, she keep on tell me
(I wanna taste of paradise)
Turn it up, me have to turn it up, she keep on tell me
(I wanna taste of paradise)
Burn t up, me have to burn it up, she keep on tell me
(I wanna taste of paradise)
"
21,24029,Come Back To Me,Urban Cone,"[Verse 1: Urban Cone]
On the subway home
I lost you in a fever
When did we grow old? (when did we grow old?)

[Verse 2: Tove Lo]
A million things we've done
We never stopped at nothing
When did we grow old? (when did we grow old?)

[Pre-Chorus: Urban Cone and Tove Lo]
Come, come, come back to me
Come back to me again
Come, come, come back to me
Come back to me again

[Chorus: Urban Cone and Tove Lo]
When you gonna
Come, come, come back to me
Come back to me again
Come, come, come back to me
Come back to me again

[Verse 3: Urban Cone]
I've been yours for years
And now we're back at nothing
When did we grow old? (when did we grow old?)

[Verse 4: Tove Lo]
The million ways that I
And only I know you
When did we grow old? (when did we grow old?)

[Chorus: Urban Cone and Tove Lo]

[Bridge: Urban Cone and Tove Lo] (x2)
Please, won't you take me home?
I, I don't wanna let you go

[Outro]
Tell me, uh
When you gonna
Come, come, come back to me
Come back to me again
When you gonna
Come, come, come back to me
Come back to me again
When you gonna
Come, come, come back to me
Come back to me again
When you gonna
Come, come, come back to me
Come back to me again
"
22,24017,Pong Dance,Vigiland,"[Verse 1]
Been away for college, was the baddest geek around
He's been doing everything but make his parents proud
He tried his best to study hard but still, he got too drunk
Won lots of beer pong tournaments but still, he had to flunk

[Bridge]
His ex-girlfriend got a girlfriend
His barbie tried a female Ken
But when the white ball hits the red cup
He's the baddest fucker in the frat club

[Chorus]
Then he does the pong dance
The the the the pong dance
He does the pong dance
The the the the pong dance

[Verse 2]
He'd never touched a cigarette, but tried to smoke a joint
He coughed and soon he felt regret, just screaming ""What's the point?!""
And every time he saw this girl his face would turn to red
Even though he told the guys he got her into bed

[Bridge]
But when you see him at the table
He turns out to be rather stable
And when the white ball hits the red cup
He's the baddest fucker in the frat club

[Outro]
Then he does the pong dance
Then he does the pong dance
"
23,24016,Heavyweight,RedMoon,"[Verse 1]
Give me reasons to doubt
Try to keep me down
But I’ll put the flame out
You can’t get to me
Throw your sticks and your stones
Go break all of my bones
You won’t nick my soul
You can’t get to me

[Pre-Chorus]
And there is no barricade
That I can’t tear away
Shoot me down you fire away, away

[Chorus]
But I’m a heavyweight
I’m a heavyweight
I’m a heavyweight
I’m a heavyweight

But I’m a heavyweight
I’m a heavyweight
I’m a heavyweight
I’m a heavyweight

[Verse 2]
Push me down to the ground
What goes around comes around
You won’t put the flame out
You can’t get to me
Say what you want to say
I’ll take it all away
But I’m here to stay
No you can’t get to me

[Pre-Chorus]
And there is no barricade
That I can’t tear away
Shoot me down you fire away, away

[Chorus]
But I’m a heavyweight
I’m a heavyweight
I’m a heavyweight
I’m a heavyweight

But I’m a heavyweight
I’m a heavyweight
I’m a heavyweight
I’m a heavyweight
"
24,24039,You Are My Summer,La+ch,"[Verse 1]
Makes me think of grapefruit juice
Trampolines and ice cream soup
Spitting watermelon seeds
Grass stains on my favourite jeans
Jumping rope and riding bikes
Playing hide and seek at night
Farmer's tans and swimming pools
But most of all I think of you, you, you

[Chorus]
You are my summer!
You are my summer!
You are my summer!

[Post-Chorus]
We run our sticks along the chain link fence like
Dum, du-dum, du-dum, dum, du-dum, dum, du-dum

[Verse 2]
Sipping from my Slurpee straw
I love things your germs are on
Swimming in our underwear
Bubblegum stuck in my hair
Stick our toes into the sand
Catching toads inside our hands
Sleeping bags under the moon
But most of all I think of you, you, you
You are my summer!

[Outro]
We run our sticks along the chain link fence like
Dum, du-dum, du-dum, dum, du-dum, dum, du-dum

We run our sticks along the chain link fence like
Dum, du-dum, du-dum, dum, du-dum, dum, du-dum
We run our sticks along the chain link fence like
Dum, du-dum, du-dum, dum, du-dum, dum, du-dum
"
25,24023,I'll Take You,MSTR ROGERS,"[Verse 1]
Tell him that I told ya
Won't be any longer
Devil gonna leave you
He's heading over yonder
Tell him that I told ya, I told ya
I told ya
Woah
Woah oh oh

[Pre-Chorus]
When you're rolling like a stone
When you're shaking in your bones
I'll be waiting here for you
When you're running from your ghost
And there's nowhere left to go
Don't you go oh oh
Don't you go go go

[Chorus]
I'll take you to Salvation
I'll take you to Salvation
I'll take you to Salvation
I'll take you to
I'll take you to
I'll take you
I'll take
I'll take it
I'll take you

[Verse 2]
Tell him that I told you
Won't be any longer
Love is gonna lead ya
Gonna make you stronger
Tell him that I told ya, I told ya
I told ya
Woah
Woah oh oh

[Pre-Chorus]
When you're rolling like a stone
When you're shaking in your bones
I'll be waiting here for you
When you're running from your ghost
And there's nowhere left to go
Don't you go oh oh
Don't you go go go

[Chorus]
I'll take you to Salvation
I'll take you to Salvation
I'll take you to Salvation
I'll take you to
I'll take you to
I'll take you
I'll take
I'll take it
I'll take you
I'll take you
I'll take it

I'll take you to Salvation
I'll take you to Salvation
I'll take you to Salvation
I'll take you to
I'll take you to
I'll take you
I'll take it
I'll take you
"
26,24024,Walking With Shadows,John Dahlbäck,"[Verse 1]
Gimme that sunshine in the dark
And it's the remedy
Gimme that love that fills the heart
This is what you do to me

[Chorus]
I, I have been walking with shadows
But they make the sun go low
Then you showed me how to leave the past behind
Now I'm not afraid to let it go

[Pre-Drop]
Now I'm not afraid to let it go

[Drop]
Now I'm not afraid to let it go

[Verse 2]
Everything now that weighs me down
You lift so easily
Taking me ten feet off the ground
This is what you do to me

[Chorus]
I, I have been walking with shadows
But they make the sun go low
Then you showed me how to leave the past behind
Now I'm not afraid to let it go

[Build]
Now I'm not afraid to let it go

[Drop]
Now I'm not afraid to let it go
"
27,24034,Renaissance,Steve James,"[Verse 1]
You left me in the worst way
Heart torn, leaving blood stains
All over the tablecloth
And I could never scrub them out
But I won't let you haunt me
All the scars on my body
They won't keep me far from love
And you won't see me fall apart

[Pre-Chorus]
​Cause I turned so cold
And I thought I’d never make it
I could feel my pulses fading

[Chorus]
Shed a tear for the love we've lost
Gotta look for a brand new start
You got me dreaming of a renaissance (renaissance)
A renaissance
A renaissance

[Verse 2]
You left me in the worst way
On the floor, screaming your name
But I'm sick of always saying no
The way everything unfolds
The time we had
Was golden but I look back
Wishing that I could have known
It'd be easier to let you go

[Pre-Chorus]
​Cause I turned so cold
And I thought I’d never make it
I could feel my pulses fading

[Chorus]
Shed a tear for the love we've lost
Gotta look for a brand new start
You got me dreaming of a renaissance
A renaissance
A renaissance

[Bridge]
All the scars on my body
All the scars on my body
All the scars on my body
All the scars on my body

[Chorus]
Shed a tear for the love we've lost
Gotta look for a brand new start
You got me dreaming of a renaissance
A renaissance
A renaissance
A renaissance
"
